monthly_availability,projected_monthly_income,room_types
0,6750,apartment
28,1770,room
0,5250,apartment
23,16980,apartment
0,720,room
1,7500,apartment
0,9000,apartment
0,3870,apartment
0,5850,apartment
0,9150,apartment
0,8700,room
0,6750,apartment
0,1380,room
1,3870,apartment
14,5250,apartment
0,6000,room
0,7650,room
0,8850,apartment
26,5970,apartment
0,11730,apartment
12,1560,room
28,4470,apartment
0,6000,room
24,2070,room
30,4500,apartment
0,1560,room
25,1770,room
0,12000,room
1,2910,apartment
0,6000,room
0,3600,room
0,9000,apartment
0,1650,room
0,5910,room
0,3570,apartment
0,4800,apartment
8,5940,apartment
26,1470,room
0,3900,apartment
0,2130,room
0,2550,apartment
24,2670,room
1,9180,apartment
0,6000,room
0,15000,apartment
0,1200,room
0,22500,apartment
0,5850,room
0,6600,apartment
3,2550,room
0,10500,apartment
0,7500,apartment
0,5460,apartment
0,6000,room
5,1440,room
0,2850,apartment
0,2370,room
0,3750,apartment
27,21600,apartment
30,9000,apartment
15,18000,apartment
23,2760,apartment
30,1650,room
30,30000,apartment
17,20400,apartment
24,9120,apartment
10,2700,room
29,17970,apartment
26,2070,room
24,5100,apartment
30,5250,apartment
0,5850,apartment
0,1800,room
6,1800,room
23,9840,apartment
25,1650,apartment
20,20250,apartment
26,10500,apartment
22,7470,apartment
7,2370,room
30,2700,room
22,3150,apartment
21,8850,apartment
0,2070,room
0,7500,apartment
14,3750,room
0,2910,apartment
0,10500,apartment
24,10950,apartment
24,2970,apartment
18,5850,apartment
24,13050,apartment
30,7500,apartment
19,2670,apartment
30,2850,room
1,6150,apartment
27,28500,apartment
29,4470,apartment
25,13050,apartment
22,12750,apartment
15,4950,apartment
19,18000,apartment
24,27000,apartment
0,1860,room
29,6750,apartment
4,2760,apartment
30,10500,apartment
0,5970,apartment
0,3150,apartment
0,1020,room
14,8250,apartment
19,10830,apartment
0,7500,apartment
14,1500,room
30,17850,apartment
5,3960,apartment
26,4200,apartment
17,3600,room
3,2400,room
27,1470,room
0,3570,apartment
21,6600,apartment
0,7170,apartment
11,5970,apartment
22,6000,apartment
0,6000,apartment
28,3450,apartment
28,15000,apartment
26,5580,apartment
10,1470,room
10,1800,apartment
0,10500,apartment
0,7500,room
26,2250,apartment
0,5340,apartment
25,6000,apartment
30,3600,room
28,11250,apartment
21,1770,apartment
7,2400,room
28,14550,apartment
9,7500,apartment
0,2400,apartment
21,25500,apartment
19,1350,room
0,690,room
0,4500,apartment
11,1950,room
23,4350,apartment
6,3990,apartment
0,2550,apartment
0,2700,apartment
24,12750,apartment
5,2040,apartment
0,4500,room
13,9750,apartment
0,1770,apartment
8,5400,apartment
7,4800,apartment
0,3930,apartment
0,2910,apartment
28,780,room
12,1950,room
0,4470,apartment
0,9600,apartment
16,11970,apartment
21,5070,apartment
10,1650,room
22,33000,apartment
22,6000,apartment
0,2070,room
0,2400,apartment
3,3270,apartment
26,2250,room
29,2970,apartment
26,4170,apartment
27,4170,apartment
4,2970,apartment
21,5070,apartment
0,4470,apartment
26,4680,room
13,1470,room
5,1380,room
29,1050,room
29,990,room
29,990,room
1,2550,apartment
20,11670,apartment
7,4800,apartment
7,3900,apartment
13,1680,room
2,1770,room
2,13200,room
28,960,room
11,8070,apartment
7,22410,apartment
22,10470,apartment
4,2070,room
27,8250,apartment
27,16770,apartment
30,8670,apartment
0,1200,room
0,1500,room
23,1320,room
3,4350,apartment
22,2700,apartment
12,5550,apartment
6,120000,apartment
12,3270,apartment
1,6690,apartment
6,6480,apartment
26,1770,apartment
7,1890,room
0,6750,apartment
28,3870,apartment
0,3600,apartment
0,3600,room
0,1800,room
2,2370,apartment
26,2550,apartment
0,8250,apartment
30,46500,apartment
0,3360,apartment
0,1770,room
0,1800,apartment
29,2370,room
8,6750,apartment
13,2670,room
29,5970,apartment
11,6990,apartment
19,15000,apartment
20,7470,apartment
0,4470,apartment
5,2790,apartment
5,2970,apartment
16,28500,apartment
30,14250,apartment
8,1500,room
6,3300,room
8,1950,room
27,1650,room
0,7650,apartment
4,2700,apartment
0,3750,room
11,2970,apartment
0,9000,apartment
19,750,room
11,11970,apartment
1,3750,apartment
15,5100,apartment
15,4170,apartment
30,3660,apartment
27,3120,apartment
27,3750,apartment
30,3600,apartment
30,3000,apartment
14,3600,apartment
10,1440,room
0,4770,apartment
30,1200,room
12,2700,apartment
27,10470,apartment
14,1800,room
0,5670,apartment
5,2670,apartment
28,1260,room
20,5430,apartment
0,2700,apartment
7,3840,apartment
0,2550,room
0,5970,apartment
0,7500,apartment
23,1500,room
1,1800,room
29,6750,apartment
2,1500,room
0,9000,apartment
21,4470,apartment
8,4350,apartment
13,1200,room
5,2190,room
27,3870,apartment
6,2250,apartment
0,1950,room
0,8070,apartment
11,2520,apartment
0,4050,apartment
12,3750,apartment
0,1140,room
0,5850,apartment
14,6000,apartment
30,6000,apartment
0,3600,apartment
0,900,room
29,4500,apartment
27,1410,room
0,6000,apartment
29,3900,room
0,2250,room
1,1860,room
3,1770,room
30,1500,room
14,5400,apartment
30,4500,apartment
30,1350,room
0,1770,room
5,4350,apartment
3,1590,room
30,1950,room
12,16500,apartment
5,2250,room
13,11070,apartment
25,8310,apartment
13,13500,apartment
30,4050,apartment
0,4500,apartment
0,4830,apartment
0,1050,room
25,4800,apartment
29,1200,room
24,7500,apartment
27,1770,room
13,5850,apartment
28,23850,apartment
0,2370,apartment
1,2100,apartment
24,1350,room
0,3510,apartment
29,3450,apartment
24,6990,apartment
24,6990,apartment
24,6990,apartment
1,1350,room
0,4500,apartment
0,1740,apartment
0,5670,apartment
18,5100,apartment
24,22050,apartment
29,5670,room
28,5070,room
0,1530,apartment
6,6270,apartment
2,1170,room
0,2970,apartment
0,5250,apartment
0,9000,room
7,8280,apartment
27,1380,room
0,1440,room
6,1350,room
9,1650,room
26,1620,apartment
5,2850,apartment
1,3300,apartment
17,3360,apartment
19,12750,apartment
29,3000,apartment
7,1410,room
29,6750,apartment
22,1470,room
7,1080,room
24,2340,apartment
28,3750,apartment
18,5700,apartment
6,7500,apartment
29,6750,apartment
6,1050,room
0,1770,room
29,1260,room
27,2700,apartment
6,9450,apartment
12,8400,apartment
18,6360,apartment
0,12000,apartment
3,4350,apartment
2,3630,apartment
22,1500,room
25,8370,apartment
18,11550,apartment
4,1800,room
28,2790,apartment
3,1830,room
12,2970,apartment
7,1650,room
27,3570,room
0,1800,apartment
23,9750,apartment
26,9750,apartment
25,9750,apartment
18,6600,apartment
28,5970,apartment
23,17250,apartment
3,4020,apartment
0,10500,apartment
24,11850,apartment
20,13500,apartment
2,9750,apartment
27,11850,apartment
28,13500,apartment
27,8250,apartment
28,6000,apartment
28,23850,apartment
0,2100,room
13,4080,apartment
0,1650,room
22,2850,room
13,3690,apartment
21,3390,apartment
29,4980,apartment
2,2250,room
0,2340,room
7,9750,apartment
9,4410,room
29,900,room
0,6000,apartment
21,9000,apartment
28,18300,apartment
0,3000,room
0,1650,room
0,2970,room
11,3390,apartment
30,4320,room
3,6570,apartment
0,1200,apartment
14,17070,room
0,1650,room
0,1200,apartment
22,1800,room
7,2550,room
14,2400,room
1,2250,apartment
0,3600,apartment
0,1710,room
2,4350,apartment
11,5070,apartment
0,3570,apartment
0,6000,apartment
0,3600,room
29,7470,apartment
0,5670,apartment
6,4500,room
14,2370,room
0,5250,room
0,3600,apartment
15,16500,apartment
6,1050,apartment
21,29850,apartment
25,3570,room
14,4800,apartment
0,3000,apartment
5,4170,apartment
0,1500,room
16,9120,apartment
28,5940,apartment
28,7350,apartment
28,5910,apartment
17,4350,apartment
22,6300,apartment
22,6300,apartment
27,6300,apartment
22,8400,apartment
20,8490,apartment
26,19710,apartment
25,16770,apartment
27,12960,apartment
26,13800,apartment
23,7020,apartment
6,10080,apartment
11,7020,apartment
28,7170,apartment
20,7170,apartment
27,11010,apartment
23,11670,apartment
26,13920,apartment
24,9450,apartment
20,14820,apartment
22,10560,apartment
26,16800,apartment
16,8610,apartment
19,10830,apartment
20,10830,apartment
18,10830,apartment
24,11610,apartment
28,17760,apartment
27,13740,apartment
28,9720,apartment
0,9990,apartment
6,19440,apartment
28,9990,apartment
27,8340,apartment
19,9150,apartment
5,5400,apartment
1,2070,apartment
22,2100,room
0,1950,room
28,4500,apartment
19,3750,apartment
0,2220,apartment
11,2850,apartment
0,1650,room
4,4200,apartment
23,10470,apartment
0,1200,room
22,2100,room
10,7500,apartment
0,3870,apartment
0,6000,apartment
7,5670,apartment
27,870,room
28,870,room
12,9000,apartment
29,1800,room
27,750,room
27,750,room
27,2370,apartment
13,2220,apartment
0,2340,apartment
0,5550,apartment
7,11970,apartment
0,9000,apartment
30,1800,room
17,2160,apartment
27,750,room
29,4050,apartment
29,4350,apartment
18,3090,apartment
20,3750,apartment
28,2700,apartment
0,2970,apartment
0,2550,apartment
2,5850,apartment
14,27000,apartment
16,12000,apartment
29,5850,apartment
26,5850,apartment
28,5700,apartment
27,3240,apartment
0,4170,apartment
0,3000,apartment
24,1800,room
26,3900,apartment
30,2340,room
20,4470,apartment
0,2460,apartment
22,7500,apartment
0,1200,room
25,1080,room
0,3810,apartment
0,2700,apartment
0,1200,room
0,1800,room
30,4500,apartment
2,3300,apartment
27,4500,apartment
0,7050,apartment
6,4170,apartment
0,3000,apartment
23,3150,apartment
29,10500,apartment
0,5070,apartment
29,3300,apartment
0,6000,apartment
25,7350,apartment
0,7500,apartment
0,3000,apartment
7,3750,apartment
0,4800,apartment
19,6510,apartment
0,14970,apartment
0,1770,room
16,2250,apartment
19,2070,room
29,3750,room
24,4470,apartment
24,24060,apartment
26,21060,apartment
24,4560,apartment
26,5310,apartment
20,4560,apartment
22,4560,apartment
28,4560,apartment
22,5460,apartment
16,6060,apartment
14,12060,apartment
15,11310,apartment
14,4050,apartment
0,2250,apartment
26,15000,apartment
24,11250,apartment
0,3000,apartment
26,8520,apartment
0,1950,room
26,1350,room
28,13200,apartment
26,1560,room
6,12000,apartment
0,9000,apartment
30,7500,apartment
20,6000,room
29,4500,apartment
0,6750,apartment
0,2400,apartment
23,3600,apartment
18,5850,apartment
0,3000,apartment
25,7500,apartment
1,2850,apartment
0,3870,apartment
0,3900,apartment
27,2100,apartment
29,9750,apartment
20,2850,apartment
27,4260,apartment
26,7500,apartment
6,2970,apartment
0,1950,room
29,15000,apartment
30,3000,apartment
29,1500,room
7,1920,room
7,3870,room
22,2850,apartment
0,1950,room
7,1770,room
0,2250,room
0,4500,apartment
6,1860,room
0,2100,apartment
29,2850,apartment
0,600,room
11,2550,apartment
12,2070,apartment
0,5400,apartment
0,5250,apartment
2,4770,apartment
2,6780,apartment
0,2250,apartment
28,6300,apartment
20,19800,apartment
24,9480,apartment
0,4170,apartment
25,6480,apartment
23,8640,apartment
23,10020,apartment
23,20010,apartment
22,39990,apartment
20,8340,apartment
2,9390,apartment
0,8250,apartment
29,8850,apartment
13,4050,apartment
22,11670,apartment
12,23160,apartment
14,23160,apartment
16,23160,apartment
0,2400,apartment
3,2100,room
28,4050,apartment
1,4200,apartment
4,1470,room
6,3870,apartment
28,3270,apartment
23,7740,apartment
0,10470,apartment
0,2550,room
0,3450,apartment
6,2250,apartment
0,5070,apartment
22,26970,apartment
0,3300,apartment
30,12000,apartment
18,9270,apartment
4,2370,room
0,3750,apartment
8,2610,apartment
19,5730,apartment
3,1650,apartment
24,1920,apartment
29,6000,apartment
0,5670,apartment
30,8850,apartment
19,1800,room
0,4500,apartment
0,1470,room
16,3180,apartment
0,3600,apartment
25,3750,apartment
1,1350,room
0,4410,apartment
28,8250,apartment
27,2850,apartment
26,10800,apartment
21,5400,apartment
5,3270,apartment
1,28950,apartment
24,7830,apartment
22,13170,apartment
20,19830,apartment
28,7410,apartment
23,7500,apartment
14,1950,room
13,3000,apartment
0,3000,apartment
28,2370,room
27,750,room
4,4350,apartment
27,10200,apartment
27,750,room
27,750,room
27,750,room
0,28500,apartment
27,750,room
27,750,room
27,750,room
21,1350,room
19,2970,apartment
1,7500,apartment
16,22470,apartment
29,8370,apartment
30,3000,room
30,9900,apartment
4,2070,room
29,2700,room
0,9000,room
29,1950,room
26,2100,room
22,2370,apartment
26,870,room
28,870,room
22,2100,room
27,16500,apartment
4,3600,apartment
21,4500,apartment
30,50970,apartment
0,2400,apartment
29,870,room
0,1500,room
2,2940,apartment
0,4500,apartment
14,2070,room
3,900,room
0,1950,room
24,18990,apartment
21,24990,apartment
25,10500,apartment
0,1650,apartment
0,15000,apartment
27,6750,apartment
30,2100,room
6,2130,apartment
0,3000,room
21,6270,apartment
30,1500,room
14,1350,room
25,6750,apartment
20,5250,apartment
16,29550,apartment
0,1500,room
0,2580,apartment
12,13500,apartment
0,13500,apartment
6,2850,room
3,2070,room
0,4050,apartment
25,26490,apartment
23,9150,apartment
24,7170,apartment
15,11160,apartment
5,2010,apartment
21,8520,apartment
3,5970,apartment
0,12000,apartment
26,4650,apartment
29,1410,room
6,4500,room
28,2400,room
0,1050,room
28,2730,room
16,6810,apartment
8,2370,apartment
6,4770,apartment
0,2250,room
29,1770,room
0,2250,apartment
13,2100,room
7,6000,apartment
25,4500,apartment
11,2370,apartment
30,1470,room
5,4470,apartment
28,1620,room
0,6000,room
4,1650,room
11,1950,room
6,15000,room
24,7470,apartment
28,3270,apartment
21,7470,apartment
30,10050,apartment
29,3600,apartment
24,13500,apartment
14,3000,room
6,1920,room
6,2550,room
6,3450,room
12,4590,apartment
4,17970,apartment
0,1170,room
0,28290,apartment
0,2970,apartment
6,1860,room
12,8970,apartment
30,4260,apartment
28,8880,apartment
25,11850,apartment
0,8850,apartment
27,2640,apartment
9,2430,apartment
7,4500,apartment
27,4800,apartment
0,10500,apartment
30,3090,apartment
0,1650,room
27,4530,apartment
30,9870,apartment
0,1980,apartment
26,7500,apartment
0,15000,apartment
23,1800,room
3,4650,apartment
3,4650,apartment
3,4020,apartment
3,4020,apartment
0,1500,room
25,3900,apartment
6,4500,apartment
21,8340,apartment
0,2970,apartment
0,3450,apartment
29,1500,room
5,7950,apartment
2,1680,room
29,6750,apartment
0,2070,room
30,2400,room
20,10770,apartment
27,1950,apartment
26,1710,room
24,4230,apartment
26,7500,apartment
4,1080,room
12,7500,apartment
0,3750,apartment
0,5550,apartment
25,2970,apartment
30,1470,room
30,1470,room
29,2550,room
0,4200,apartment
0,6750,apartment
28,3000,room
25,1350,room
0,7770,apartment
4,1950,room
13,2010,room
22,5400,apartment
23,2340,apartment
0,3210,apartment
2,5250,apartment
15,28500,apartment
22,3420,apartment
0,1800,room
30,30000,apartment
0,6750,apartment
27,4050,apartment
4,4470,apartment
29,4050,apartment
12,4500,apartment
26,5370,apartment
14,5700,apartment
0,2700,room
13,3870,apartment
7,4770,apartment
0,19500,apartment
0,20850,apartment
22,19500,apartment
0,2130,room
22,13050,apartment
12,4140,apartment
13,5400,apartment
0,2370,room
0,2250,room
26,11850,apartment
14,3750,apartment
0,1650,room
30,5310,apartment
30,6060,apartment
0,8970,apartment
22,3300,apartment
29,3600,apartment
26,3720,apartment
14,7500,room
0,1500,room
17,3300,apartment
18,8550,apartment
18,3960,apartment
25,11370,apartment
27,10080,apartment
13,5250,apartment
9,14850,apartment
21,3570,apartment
11,12360,apartment
29,6750,apartment
28,7350,apartment
8,2700,apartment
22,11250,apartment
29,3270,apartment
28,9000,apartment
21,7350,apartment
3,3420,apartment
15,3090,apartment
25,1200,room
24,3900,apartment
0,2550,apartment
0,1950,room
19,6600,apartment
29,11970,apartment
0,4530,room
27,9870,apartment
5,3480,room
4,15900,apartment
29,23640,apartment
0,23970,apartment
0,19500,apartment
30,2970,apartment
21,2670,apartment
26,1470,room
0,1950,apartment
4,2370,room
23,1650,room
0,3750,apartment
5,4470,apartment
30,33000,apartment
0,4050,apartment
13,8190,apartment
30,13500,apartment
7,7050,apartment
19,8250,apartment
15,6180,apartment
30,3570,apartment
20,2070,apartment
0,5970,apartment
27,6000,apartment
29,5550,apartment
7,1500,room
23,8550,apartment
4,5970,apartment
10,1050,room
30,17820,apartment
22,2700,apartment
14,5250,apartment
30,3600,room
0,1290,apartment
25,1500,room
0,1800,room
19,1800,apartment
24,1500,room
3,4290,apartment
5,2820,apartment
14,1650,room
25,3570,apartment
0,9000,apartment
30,7050,apartment
30,33000,apartment
22,2550,apartment
7,4500,apartment
0,6780,apartment
0,3750,apartment
9,2670,apartment
27,10470,apartment
0,2970,apartment
12,2670,apartment
0,1230,room
28,1470,room
29,2370,room
28,2370,room
2,4950,apartment
4,5970,apartment
5,4290,apartment
0,8550,apartment
28,3300,apartment
29,11700,apartment
5,2970,apartment
27,4650,apartment
8,11580,apartment
6,6180,room
9,5250,apartment
5,5250,apartment
3,4230,apartment
3,4230,apartment
0,4770,apartment
0,6570,apartment
3,4320,apartment
3,4320,apartment
4,6840,apartment
4,6870,apartment
22,6000,apartment
8,7350,apartment
3,4500,apartment
30,33000,apartment
30,33000,apartment
26,10500,apartment
27,2550,apartment
22,3000,apartment
24,20010,apartment
27,16680,apartment
0,15000,apartment
21,13440,apartment
27,4050,room
20,1800,apartment
28,2670,apartment
5,4170,apartment
11,4860,apartment
0,1950,apartment
21,16470,apartment
29,8850,apartment
25,2970,apartment
28,1500,room
7,9870,apartment
22,13920,apartment
18,13920,apartment
22,12000,apartment
5,12810,apartment
15,20850,apartment
30,2850,room
12,3240,apartment
21,4050,apartment
11,2520,apartment
28,9000,apartment
21,4350,apartment
20,10350,apartment
30,2250,room
0,2970,apartment
29,6150,apartment
11,4050,apartment
10,4320,apartment
27,2670,apartment
25,4590,apartment
28,8670,apartment
9,6000,apartment
7,5550,apartment
0,3990,apartment
6,29850,apartment
25,2670,apartment
0,5910,apartment
0,6000,apartment
0,5850,room
4,2250,room
14,2970,apartment
0,2460,apartment
20,7050,apartment
19,3360,apartment
19,11850,apartment
29,1500,room
11,2910,apartment
17,9960,apartment
27,8250,apartment
19,3600,apartment
7,13500,apartment
23,6000,apartment
9,8250,apartment
28,2070,room
26,3090,apartment
14,1200,room
0,4500,apartment
0,1800,room
13,5280,apartment
30,1950,room
29,3300,apartment
2,5970,apartment
5,3870,room
25,2550,room
0,3900,apartment
1,6720,apartment
0,1410,room
28,5700,apartment
30,3510,apartment
29,2700,apartment
0,2250,apartment
27,2250,apartment
25,15120,apartment
0,11760,apartment
0,3000,apartment
24,2550,apartment
6,4800,apartment
11,6750,apartment
